timestamp,gpu_util_pct,torch_alloc_mb,torch_reserved_mb,sys_mem_used_mb,sys_mem_total_mb
2026-05-18T04:37:03+0000,4,0.0,0.0,80627,122479
2026-05-18T04:37:18+0000,96,0.0,0.0,26375,122479
2026-05-18T04:37:33+0000,96,0.0,0.0,80461,122479
2026-05-18T04:37:48+0000,4,0.0,0.0,81188,122479
2026-05-18T04:38:03+0000,96,0.0,0.0,26827,122479
2026-05-18T04:38:18+0000,96,0.0,0.0,80803,122479
2026-05-18T04:38:33+0000,4,0.0,0.0,81793,122479
2026-05-18T04:38:48+0000,96,0.0,0.0,58877,122479
2026-05-18T04:39:04+0000,96,0.0,0.0,80447,122479
2026-05-18T04:39:19+0000,1,0.0,0.0,77551,122479
2026-05-18T04:39:34+0000,96,0.0,0.0,80353,122479
2026-05-18T04:39:49+0000,3,0.0,0.0,80797,122479
2026-05-18T04:40:04+0000,96,0.0,0.0,26317,122479
2026-05-18T04:40:19+0000,96,0.0,0.0,80372,122479
2026-05-18T04:40:34+0000,3,0.0,0.0,81038,122479
2026-05-18T04:40:49+0000,96,0.0,0.0,26265,122479
2026-05-18T04:41:04+0000,96,0.0,0.0,80271,122479
2026-05-18T04:41:19+0000,3,0.0,0.0,81184,122479
2026-05-18T04:41:34+0000,96,0.0,0.0,26277,122479
2026-05-18T04:41:49+0000,96,0.0,0.0,80346,122479
2026-05-18T04:42:04+0000,3,0.0,0.0,81511,122479
2026-05-18T04:42:19+0000,96,0.0,0.0,37144,122479
2026-05-18T04:42:35+0000,96,0.0,0.0,80354,122479
2026-05-18T04:42:50+0000,3,0.0,0.0,81868,122479
2026-05-18T04:43:05+0000,96,0.0,0.0,80388,122479
2026-05-18T04:43:22+0000,3,0.0,0.0,80556,122479
2026-05-18T04:43:37+0000,0,0.0,0.0,79564,122479
2026-05-18T04:43:52+0000,96,0.0,0.0,80359,122479
2026-05-18T04:44:07+0000,3,0.0,0.0,80771,122479
2026-05-18T04:44:22+0000,96,0.0,0.0,26359,122479
2026-05-18T04:44:37+0000,96,0.0,0.0,80473,122479
2026-05-18T04:44:52+0000,3,0.0,0.0,81090,122479
2026-05-18T04:45:07+0000,96,0.0,0.0,26310,122479
2026-05-18T04:45:22+0000,96,0.0,0.0,80349,122479
2026-05-18T04:45:37+0000,3,0.0,0.0,81320,122479
2026-05-18T04:45:52+0000,96,0.0,0.0,26329,122479
2026-05-18T04:46:07+0000,96,0.0,0.0,80436,122479
2026-05-18T04:46:22+0000,4,0.0,0.0,81740,122479
2026-05-18T04:46:38+0000,96,0.0,0.0,58714,122479
2026-05-18T04:46:53+0000,96,0.0,0.0,80331,122479
2026-05-18T04:47:08+0000,0,0.0,0.0,82238,122479
2026-05-18T04:47:23+0000,96,0.0,0.0,80403,122479
2026-05-18T04:47:38+0000,4,0.0,0.0,80816,122479
2026-05-18T04:47:53+0000,96,0.0,0.0,26306,122479
2026-05-18T04:48:08+0000,96,0.0,0.0,80453,122479
2026-05-18T04:48:23+0000,4,0.0,0.0,81431,122479
2026-05-18T04:48:38+0000,96,0.0,0.0,37155,122479
2026-05-18T04:48:54+0000,96,0.0,0.0,80372,122479
2026-05-18T04:49:09+0000,4,0.0,0.0,82062,122479
2026-05-18T04:49:24+0000,96,0.0,0.0,80842,122479
2026-05-18T04:49:39+0000,4,0.0,0.0,80884,122479
2026-05-18T04:49:54+0000,96,0.0,0.0,26603,122479
2026-05-18T04:50:09+0000,96,0.0,0.0,80580,122479
2026-05-18T04:50:24+0000,4,0.0,0.0,81365,122479
2026-05-18T04:50:39+0000,96,0.0,0.0,26523,122479
2026-05-18T04:50:54+0000,96,0.0,0.0,81389,122479
2026-05-18T04:51:10+0000,4,0.0,0.0,82628,122479
2026-05-18T04:51:25+0000,96,0.0,0.0,37822,122479
2026-05-18T04:51:40+0000,96,0.0,0.0,81628,122479
2026-05-18T04:51:55+0000,2,0.0,0.0,82946,122479
2026-05-18T04:52:10+0000,96,0.0,0.0,59509,122479
2026-05-18T04:52:25+0000,96,0.0,0.0,81329,122479
2026-05-18T04:52:40+0000,4,0.0,0.0,83221,122479
2026-05-18T04:52:55+0000,96,0.0,0.0,81904,122479
2026-05-18T04:53:11+0000,4,0.0,0.0,81838,122479
2026-05-18T04:53:26+0000,96,0.0,0.0,27253,122479
2026-05-18T04:53:41+0000,96,0.0,0.0,38500,122479
2026-05-18T04:53:56+0000,0,0.0,0.0,61699,122479
2026-05-18T04:54:11+0000,96,0.0,0.0,30227,122479
2026-05-18T04:54:26+0000,96,0.0,0.0,42070,122479
2026-05-18T04:54:41+0000,11,0.0,0.0,13149,122479
2026-05-18T04:54:57+0000,96,0.0,0.0,32095,122479
2026-05-18T04:55:12+0000,96,0.0,0.0,94238,122479
2026-05-18T04:55:27+0000,96,0.0,0.0,57787,122479
2026-05-18T04:55:42+0000,96,0.0,0.0,32795,122479
2026-05-18T04:55:57+0000,96,0.0,0.0,39343,122479
2026-05-18T04:56:12+0000,96,0.0,0.0,60506,122479
2026-05-18T04:56:27+0000,96,0.0,0.0,31409,122479
2026-05-18T04:56:42+0000,96,0.0,0.0,71158,122479
2026-05-18T04:56:58+0000,96,0.0,0.0,30611,122479
2026-05-18T04:57:13+0000,96,0.0,0.0,37266,122479
2026-05-18T04:57:28+0000,96,0.0,0.0,31081,122479
2026-05-18T04:57:44+0000,96,0.0,0.0,31035,122479
2026-05-18T04:57:59+0000,73,0.0,0.0,30977,122479
2026-05-18T04:58:14+0000,96,0.0,0.0,30938,122479
2026-05-18T04:58:29+0000,0,0.0,0.0,100402,122479
2026-05-18T04:58:44+0000,96,0.0,0.0,31231,122479
2026-05-18T04:58:59+0000,96,0.0,0.0,100086,122479
2026-05-18T04:59:14+0000,96,0.0,0.0,31358,122479
2026-05-18T04:59:29+0000,96,0.0,0.0,97654,122479
2026-05-18T04:59:44+0000,96,0.0,0.0,31143,122479
2026-05-18T04:59:59+0000,96,0.0,0.0,97469,122479
2026-05-18T05:00:17+0000,96,0.0,0.0,31135,122479
2026-05-18T05:00:32+0000,96,0.0,0.0,70914,122479
2026-05-18T05:00:47+0000,96,0.0,0.0,31317,122479
2026-05-18T05:01:02+0000,96,0.0,0.0,71070,122479
2026-05-18T05:01:19+0000,96,0.0,0.0,32582,122479
2026-05-18T05:01:34+0000,96,0.0,0.0,32575,122479
2026-05-18T05:01:49+0000,96,0.0,0.0,97424,122479
2026-05-18T05:02:04+0000,96,0.0,0.0,30883,122479
2026-05-18T05:02:19+0000,96,0.0,0.0,43382,122479
